eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197003060004,1970,3,6,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,1,0,,"3/6/1970: In a series of related unsuccessful attacks, suspected members of the Weathermen tossed a package containing dynamite through a window of the Detroit Police Officers Association in Michigan, United States.  The dynamite was  discovered and subsequently disarmed.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Detroit Police Department,Detroit Police Officers Association,217,United States,,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,To kill police,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","John Castellucci, ""The Big Dance,"" Dodd, Mead & Company, 1986.","W. Mark Felt, ""The FBBI Pyramid From the Inside,"" G. P. Putnam's Sons, 1979.",Hewitt Project,0,0,0,0,"197003060003, 197003060004"
197003090001,1970,3,9,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,"University of California, Berkeley",Library,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),320000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197003090003,1970,3,9,,0,,217,United States,1,North America,Alabama,Ashville,33.83651,-86.254749,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,69,Religion Identified,,Black Muslims,217,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,,0,,,0,,,,,,,,,,,,,2,Chemical,1,Poisoning,,,,,,,,,,,,,Cyanide in water supply,0,0,0,0,0,0,1,,,,,0,,,,,,,0,,,,,,,,,,,,,CBRN Global Chronology,0,0,0,0,
197003090004,1970,3,9,,0,,217,United States,1,North America,Connecticut,Bridgeport,41.18188,-73.191269,1,0,,"3/9/1970: Unknown perpetrators firebombed Shiloh Baptist Church, a predominantly African American Church, in Bridgeport, Connecticut, United States.  There were no casualties but the building sustained minor damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,African American Church,Shiloh Baptist Church,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197003090005,1970,3,9,,0,,217,United States,1,North America,New Mexico,Albuquerque,35.084319,-106.619781,1,0,,"3/9/1970: Unknown perpetrators placed an incendiary bomb underneath the Air Force R.O.T.C. building at the University of New Mexico in Albuquerque, New Mexico, United States.  The bomb was discovered and disarmed fifteen minutes before it was set to explode.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,Air Force R.O.T.C. at University of New Mexico,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Protest the R.O.T.C. program and Vietnam War,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Homemade incendiary time bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,Special state police were ordered by the governor to investigate the incident.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""S.F. State Protest Ends, Off-Campus Rampage Blocked,"" Washington Post, March 11, 1970.",,Hewitt Project,-9,-9,0,-9,
197003090006,1970,3,9,,0,,217,United States,1,North America,Maryland,Bel Air,39.53894,-76.348479,1,0,Floor of car,"3/9/1970: A bomb exploded in the car of Ralph Featherstone and William Payne, members of the Student non-violent Coordinating Committee and supporters of H. Rap Brown, while they were driving in Bel Air, Maryland, United States.  Both men died as a result of the blast.  Police suspected that the bomb exploded prematurely and was intended for H. Rap Brown's trial scheduled to be held  at the Harford County Courthouse   Many members of the radical Black community believed that the bomb was set off by White Racists or the police.  The next day, a bomb was detonated at Dorchester County Courthouse, the original location of Brown's trial, by an unknown perpetrator.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,,,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,The suspected motive was to disrupt the trial of H. Rap Brown,1,,,0,2,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Police believed that the bomb had an electric battery,2,2,2,0,0,0,1,3,Minor (likely < $1 million),,Car was damaged,0,,,,,,,0,,,,,,,,,"This attack is linked with 197003100002.  H. Rap Brown was charged with arson and inciting a riot.  However, he never showed up for his trial and was finally apprehended in 1972.  The bombings occurred at a time of a lot of racial tension in Maryland.   Immediately after the bombing, there were numerous bomb threats to public buildings in the Baltimore and Washington DC areas.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Homer Bigart, ""Maryland Hunts Woman In Blast,"" New York Times, March 12, 1970.","Peter A. Jay, ""Bomb Threats in Area,"" Washington Post, March 13, 1970.",Hewitt Project,-9,-9,0,-9,
197003100001,1970,3,10,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),14,Judge/Attorney/Court,,Court Building (Amstgericht),75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Bomb - timed,0,,,0,,,0,,,,"Damages: explosion/time bomb, none, fuses failed and device failed to detonate (court building)",0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197003100002,1970,3,10,,0,,217,United States,1,North America,Maryland,Cambridge,38.563122,-76.078063,1,0,Ladies room,"3/10/1970: An unidentified White middle-aged female was suspected of bombing the Dorchester County Courthouse in Cambridge, Maryland, United States where the trial for radical Black leader H. Rap Brown was originally scheduled to be held.  There were no casualties but the building sustained extensive damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),14,Judge/Attorney/Court,,Dorchester County Courthouse,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To disrupt the trial of H. Rap Brown,1,,,0,1,-99,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Time bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Thirty foot hole blown into a brick wall at the corner of the courthouse,0,,,,,,,0,,,,,,,,,"Police were unsure if the perpetrator acted out in support or defiance of H. Rap Brown.  This attack is linked with 197003090006.  H. Rap Brown was charged with arson and inciting a riot.  However, he never showed up for his trial and was finally apprehended in 1972.  The bombings occurred at a time of a lot of racial tension in Maryland.   Immediately after the bombing, there were numerous bomb threats to public buildings in the Baltimore and Washington DC areas.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Homer Bigart, ""Maryland Hunts Woman In Blast,"" New York Times, March 12, 1970.","Peter A. Jay, ""Bomb Threats in Area,"" Washington Post, March 13, 1970.",Hewitt Project,-9,-9,0,-9,
197003100003,1970,3,10,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,San Francisco State College,"3/10/1970: Unknown perpetrators threw a Molotov cocktail into the office of Dr. Samuel Ichiye Hayakawa, the president of San Francisco State College, in San Francisco, California, United States.  The bomb failed to ignite.  The next day their were violent protests on campus against military recruiters on the SFSC campus.  Previously, S. I. Hayakawa took a hard line against student demonstrators.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,,,,Office of S. I. Hayakawa,217,United States,8,Educational Institution,50,Other Personnel,San Francisco State College,"Officer of the president, San Francisco State College",217,United States,,,,,,,,,Student Radicals,,,,,,To protest the policies of S. I. Hayakawa towards student demonstrators,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,The Molotov cocktail was thrown through the window of the office.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""S. F. State Protest Ends, Off-Campus Rampage Blocked,"" Washington Post, March 11, 1970.","""People In The News,"" The Spokesman-Review, March 11, 1970.",Hewitt Project,-9,-9,0,-9,
197003110001,1970,3,11,,1,3/15/1970,30,Brazil,3,South America,Sao Paulo,Sao Paulo,-23.550711,-46.633475,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Japanese govt,"Nobico Okushi, Japanese consul general, Sao PAulo",101,Japan,,,,,,,,,,,,,,,,,Popular Revolutionary Vanguard (VPR),,,,,,,0,,,0,6,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,0,4,,Brazil,1,0,,,,,2,Hostage(s) released by perpetrators,1,,,,,PGIS,0,1,1,1,
197003110002,1970,3,11,,0,,217,United States,1,North America,Illinois,Champaign,40.102408,-88.227159,1,0,,"3/11/1970: Unknown perpetrators firebombed the Army and Air Force Recruiting Station at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the Recruiting Station was destroyed.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,Army and Air Force Recruiting Station,"Army and Air Force Recruiting Station, University of Illinois",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the government's presence on the University of Illinois campus.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Recruiting station destroyed,0,,,,,,,0,,,,,,,,,The attack occurred a week after a motion in the University Senate to end the Illiac project failed.  The project brought a high powered computer to campus that would be used mostly for government research.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Patrick D. Kennedy, ""Reactions Against the Vietnam War and Military-Related Targets on Campus: The University of Illinois as a Case Study, 1965-1972,"" Illinois Historical Journal, 1991.","""1,000 Students Assail Brigham Young Ties,"" Washington Post, March 12, 1970.",Hewitt Project,-9,-9,0,-9,
197003120001,1970,3,12,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,general telephone and electronics,217,United States,,,,,,,,,,,,,,,,,Revolutionary Force 9,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),25000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"197003120001, 197003120002, 197003120005"
197003120002,1970,3,12,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,,IBM,217,United States,,,,,,,,,,,,,,,,,Revolutionary Force 9,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),25000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"197003120001, 197003120002, 197003120005"
197003120003,1970,3,12,,0,,217,United States,1,North America,Illinois,Chicago,41.842602,-87.681229,1,0,Underneath car,"3/12/1970:  In a series of two incidents that were possibly related, a bomb exploded underneath an empty police car parked in front of detective headquarters in Chicago, Illinois, United States.  There were no casualties but the car sustained minor damages.",1,1,1,1,2,Other Crime Type,1,1,0,3,Bombing/Explosion,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Chicago Police,Chicago Police Car,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Floor boards ripped up,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Bombs and Threats Jolt Cities,"" Washington Post, March 14, 1970.","Homar Bigart, ""Many Buildings Evacuated Here In Bomb Scares,"" New York Times, March 13, 1970.",Hewitt Project,-9,-9,0,-9,"197003120003, 197003120004"
197003120004,1970,3,12,,0,,217,United States,1,North America,Illinois,Chicago,41.842602,-87.681229,1,0,,"3/12/1970:  In a series of two incidents that were possibly related, a cherry bomb was thrown at an empty police car in Chicago, Illinois, United States, after two officers left the vehicle responding to a call for help.  There were no casualties but the car was damaged.",1,1,1,1,2,Other Crime Type,1,1,0,3,Bombing/Explosion,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Chicago Police,Chicago Police Car,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Cherry bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Wrecked the car,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Bombs and Threats Jolt Cities,"" Washington Post, March 14, 1970.","Homar Bigart, ""Many Buildings Evacuated Here In Bomb Scares,"" New York Times, March 13, 1970.",Hewitt Project,-9,-9,0,-9,"197003120003, 197003120004"
197003120005,1970,3,12,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"3/12/1970: In a series of related attacks, the Revolutionary Force 9 claimed credit for the bombing of the Mobil Oil Company Building in Manhattan, New York, United States.  There were no casualties but the building sustained heavy structural damage.  The Revolutionary Force 9 claimed that the Mobil Oil Company was an ""enem(y) of human life"" because it profited off of the Vietnam War.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,1,Gas/Oil/Electric,Mobile Oil Company,Mobil Oil Company Building,217,United States,,,,,,,,,,,,,,,,,Revolutionary Force 9,,,,,,Protest the Vietnam War and companies profiting from the war,0,,,0,-99,-99,1,3,Call (pre-incident),,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),,Heavy structural damage,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197003120001 and 197003120002.  The bomb was placed in the hallway on the 34th floor.  The Revolutionary Force 9 called the police to ward authorities of the bomb before it detonated.  The RF9 also later sent a letter to United Press International after the explosion listing their grievances.  The group also called in bomb threats to many other buildings in New York City leading to numerous evacuations.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Homar Bigart, ""Many Buildings Evacuated Here In Bomb Scares,"" New York Times, March 13, 1970.","""Bombs Rock 3 Manhattan Skyscrapers,""  Washington Post, March 13, 1970.",Hewitt Project,0,0,0,0,"197003120001, 197003120002, 197003120005"
197003130001,1970,3,13,,0,,217,United States,1,North America,Wisconsin,Appleton,44.260288,-88.397455,1,0,Lawrence University,"3/13/1970: In a series of two incidents that were possibly related, unknown perpetrators set off a firebomb at the R.O.T.C. Building at Lawrence University in Appleton, Wisconsin, United States.  There were no casualties but the building sustained damage to its walls",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,R.O.T.C. at Lawrence University,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the R.O.T.C. program and Vietnam War,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,A gasoline can was found,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Wall of building damaged,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Blasts and Threats Occur Across the U.S."" New York Times, March 14, 1970.",,Hewitt Project,-9,-9,0,-9,"197003130001, 197003130002"
197003130002,1970,3,13,,0,,217,United States,1,North America,Wisconsin,Appleton,44.268598,-88.42844,1,0,Classroom and faculty room,"3/13/1970: In a series of two incidents that were possibly related, unknown perpetrators threw two incendiary devices into Appleton West High School in Wisconsin, United States.  The firebombs caused a fire but there were no casualties.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,,Appleton West High School,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Incendiary device,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Fire in school,0,,,,,,,0,,,,,,,,,"This incident might be part of a multiple attack with 197003130001.  Both attacks were firebombings in Appleton Wisconsin occurring on the same day, however it is unknown if the perpetrators were the same.  After the attack, a car was reported fleeing the scene at a high speed.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Blasts and Threats Occur Across the U.S."" New York Times, March 14, 1970.",,Hewitt Project,-9,-9,0,-9,"197003130001, 197003130002"
